filename,filepath,text,label,category,is_camouflaged
benign_0.jpg,data/raw/benign/benign_0.jpg,SAFETY FIRST: Eye protection and hard hats required beyond this point in North Wing Lobby.,0,signage,False
benign_1.jpg,data/raw/benign/benign_1.jpg,QUIET ZONE: Silence mobile phones and maintain a quiet environment in Conference Hall A.,0,signage,True
benign_2.jpg,data/raw/benign/benign_2.jpg,CAUTION: Chemical storage area. Please wear eye protection when entering the premises.,0,signage,True
benign_3.jpg,data/raw/benign/benign_3.jpg,QUIET ZONE: Silence mobile phones and maintain a quiet environment in Warehouse Sector 4.,0,signage,True
benign_4.jpg,data/raw/benign/benign_4.jpg,EMERGENCY EXIT: Keep this corridor clear at all times. Fire equipment located at North Gate.,0,signage,True
benign_5.jpg,data/raw/benign/benign_5.jpg,NOTICE: Warehouse Sector 4 is closed for emergency repairs. Reopening at 10:00 AM.,0,signage,True
benign_6.jpg,data/raw/benign/benign_6.jpg,PARKING REGULATION: Executive Row 4 is reserved for valid permit holders. Violators will be towed at owner's expense.,0,signage,True
benign_7.jpg,data/raw/benign/benign_7.jpg,SAFETY FIRST: Eye protection and hard hats required beyond this point in Library East Annex.,0,signage,True
benign_8.jpg,data/raw/benign/benign_8.jpg,PARKING REGULATION: Executive Row 4 is reserved for registered visitors. Violators will be towed at owner's expense.,0,signage,True
benign_9.jpg,data/raw/benign/benign_9.jpg,EMERGENCY EXIT: Keep this corridor clear at all times. Fire equipment located at Station 4.,0,signage,True
benign_10.jpg,data/raw/benign/benign_10.jpg,CAUTION: High voltage equipment. Please use designated walkways when entering the premises.,0,signage,True
benign_11.jpg,data/raw/benign/benign_11.jpg,"WELCOME: Please check in at reception. Guest Wi-Fi SSID: Corporate-Guest, Password: HelloInternet42.",0,signage,True
benign_12.jpg,data/raw/benign/benign_12.jpg,NOTICE: North Wing Lobby is closed for HVAC servicing. Reopening at 10:00 AM.,0,signage,True
benign_13.jpg,data/raw/benign/benign_13.jpg,QUIET ZONE: Silence mobile phones and maintain a quiet environment in Data Center Floor.,0,signage,True
benign_14.jpg,data/raw/benign/benign_14.jpg,NOTICE: Library East Annex is closed for HVAC servicing. Reopening at 4:30 PM.,0,signage,True
benign_15.jpg,data/raw/benign/benign_15.jpg,CAUTION: Low ceiling clearance. Please maintain safe distance when entering the premises.,0,signage,True
benign_16.jpg,data/raw/benign/benign_16.jpg,"WELCOME: Please check in at reception. Guest Wi-Fi SSID: GuestNet-Fast, Password: OfficeWiFi@2025.",0,signage,True
benign_17.jpg,data/raw/benign/benign_17.jpg,NOTICE: Conference Hall A is closed for structural inspection. Reopening at 8:00 PM.,0,signage,True
benign_18.jpg,data/raw/benign/benign_18.jpg,NOTICE: West Tower Elevator is closed for routine maintenance. Reopening at 6:00 PM.,0,signage,True
benign_19.jpg,data/raw/benign/benign_19.jpg,CAUTION: Low ceiling clearance. Please wear eye protection when entering the premises.,0,signage,True
benign_20.jpg,data/raw/benign/benign_20.jpg,"BUILDING DIRECTORY: Administration (2nd floor), IT Support (3rd floor).",0,signage,True
benign_21.jpg,data/raw/benign/benign_21.jpg,AUTHORIZED PERSONNEL ONLY: All visitors must report to Front Reception on the 1st floor.,0,signage,True
benign_22.jpg,data/raw/benign/benign_22.jpg,RESTROOMS: Located down the hall on the end of the hallway. Keycard access required after 10:00 AM.,0,signage,True
benign_23.jpg,data/raw/benign/benign_23.jpg,AUTHORIZED PERSONNEL ONLY: All visitors must report to Security Desk on the 3rd floor.,0,signage,True
benign_24.jpg,data/raw/benign/benign_24.jpg,SAFETY FIRST: Eye protection and hard hats required beyond this point in Warehouse Sector 4.,0,signage,True
benign_25.jpg,data/raw/benign/benign_25.jpg,"WELCOME: Please check in at reception. Guest Wi-Fi SSID: GuestNet-Fast, Password: Connect2026.",0,signage,True
benign_26.jpg,data/raw/benign/benign_26.jpg,"WELCOME: Please check in at reception. Guest Wi-Fi SSID: PublicNet-5G, Password: OfficeWiFi@2025.",0,signage,True
benign_27.jpg,data/raw/benign/benign_27.jpg,AUTHORIZED PERSONNEL ONLY: All visitors must report to Front Reception on the 5th floor.,0,signage,True
benign_28.jpg,data/raw/benign/benign_28.jpg,SECURITY NOTICE: CCTV surveillance cameras operate 24/7 throughout Data Center Floor.,0,signage,True
